leaid,district_name,fips_state,total_revenue,federal_revenue,state_local_revenue,state_abbr,saipe_district_name,total_pop,child_poverty_est,child_pop,pct_child_poverty
0625650,MONTGOMERY ELEM SCH DIST,6,1023,76,947,,,,,,
0617160,HICKMAN ELEMENTARY SCHOOL DISTRICT,6,15393,572,14821,,,,,,
0619620,KEYES UNION ELEM SCH DIST,6,26382,3653,22729,,,,,,
0633900,SALIDA UNION ELEMENTARY SCHOOL DISTRICT,6,49957,5280,44677,,,,,,
0636660,SHILOH ELEMENTARY SCHOOL DISTRICT,6,5120,106,5014,,,,,,
0606570,BURTON ELEM SCH DIST,6,113028,8948,104080,,,,,,
0617640,HOT SPRINGS ELEM SCH DIST,6,553,37,516,,,,,,
0643170,WOODVILLE ELEM SCH DIST,6,14675,1748,12927,,,,,,
0600049,COAST UNIFIED SCHOOL DISTRICT,6,19812,989,18823,,,,,,
0601414,SANTA BARBARA UNIFIED SCHOOL DISTRICT,6,283206,22450,260756,,,,,,
0601327,SANTA CRUZ CITY SCHOOL DISTRICT,6,162737,11205,151532,,,,,,
0601358,NORTH SANTA CRUZ COUNTY SELPA,6,543,38,505,,,,,,
0601328,PETALUMA CITY SCHOOLS,6,138243,8017,130226,,,,,,
0691058,ALPINE COUNTY SPECIAL SCHOOLS,6,3637,327,3310,,,,,,
0691004,COLUSA COUNTY OFFICE OF EDUCATION,6,24575,3621,20954,,,,,,
0691005,CONTRA COSTA CO SPL SCHS OPER BY CO SUPT,6,137690,10124,127566,,,,,,
0691063,DEL NORTE CO SPL SCHS OPER BY CO SUPT,6,15249,3042,12207,,,,,,
0691009,HUMBOLDT CO SPL SCH OPER BY CO SUPT,6,84160,11485,72675,,,,,,
0691033,SAN MATEO CO SPL SCHS OPER BY CO SUPT,6,247265,25911,221354,,,,,,
0691035,SANTA CLARA COUNTY OFFICE OF EDUCATION,6,427527,58885,368642,,,,,,
0691037,SHASTA CO SPL SCHS OPER BY CO SUPT,6,112883,19857,93026,,,,,,
0691040,SONOMA CO SPL SCHS,6,183524,24683,158841,,,,,,
0691044,TRINITY COUNTY OFFICE OF EDUCATION,6,15352,2075,13277,,,,,,
0634680,SAN LEANDRO UNI SCH DIST,6,218240,15952,202288,,,,,,
0600019,DUBLIN UNIF SCH DISTRICT,6,257451,5702,251749,,,,,,
0614400,FREMONT UNIF SCHOOL DIST,6,615039,24075,590964,,,,,,
0626910,NEW HAVEN UNIFIED SCHOOL DIST,6,213123,11093,202030,,,,,,
0602070,ALPINE CO UNIF SCH DIST,6,4473,1077,3396,,,,,,
0626370,MT DIABLO UNIFIED SCHOOL DISTRICT,6,606678,58547,548131,,,,,,
0628080,OAKLEY UNION ELEMENTARY SCHOOL DISTRICT,6,83469,5319,78150,,,,,,
0630600,PITTSBURG UNIFIED SCHOOL DISTRICT,6,268506,24976,243530,,,,,,
0632550,WEST CONTRA COSTA UNIFIED SCHOOL DISTRICT,6,724786,62785,662001,,,,,,
0641250,WALNUT CREEK ELEM SCHOOL DISTRICT,6,63176,1797,61379,,,,,,
0612070,EL DORADO UN HIGH SCHOOL DIST,6,121892,5446,116446,,,,,,
0618240,INDIAN DIGGINGS ELEM SCH,6,483,26,457,,,,,,
0621180,LATROBE ELEM SCH DIST,6,4084,66,4018,,,,,,
0630780,PLACERVILLE UNION ELEM SCH DT,6,23156,2418,20738,,,,,,
0631290,POLLOCK PINES ELEM SCH DIST,6,10571,820,9751,,,,,,
0621150,LATON JT UNIF SCHOOL DISTRICT,6,16198,2671,13527,,,,,,
0625290,MONROE ELEM SCH DIST,6,3949,811,3138,,,,,,
0630390,PINE RIDGE ELEM SCH DIST,6,3103,65,3038,,,,,,
0619700,KINGS CANYON UNIFIED SCHOOL DIST,6,260033,39137,220896,,,,,,
0642210,WESTSIDE ELEM SCH DIST,6,7375,1053,6322,,,,,,
0606000,BRIDGEVILLE ELEM SCH DIST,6,1709,445,1264,,,,,,
0601420,FORTUNA ELEMENTARY SCHOOL DISTRICT,6,26728,3223,23505,,,,,,
0614520,FRESHWATER ELEM SCH DIST,6,5816,282,5534,,,,,,
0618120,HYDESVILLE ELEM SCH DIST,6,3640,289,3351,,,,,,
0619950,KLAMATH TRINITY JT UNIFIED JT SCH DIST,6,31742,10627,21115,,,,,,
0619980,KNEELAND ELEM SCH DIST,6,794,29,765,,,,,,
0624300,MCKINLEYVILLE UNION ELEM SCH DIST,6,19381,2190,17191,,,,,,
0628830,ORICK ELEM SCH DIST,6,804,86,718,,,,,,
0632730,RIO DELL ELEM SCH DIST,6,6829,833,5996,,,,,,
0637350,SOUTH BAY UNION ELEM SCH DIST,6,10399,740,9659,,,,,,
0604260,BEARDSLEY ELEM SCH DIST,6,47711,5510,42201,,,,,,
0605250,BLAKE ELEM SCH DIST,6,432,36,396,,,,,,
0612360,ELK HILLS ELEM SCH DIST,6,4098,483,3615,,,,,,
0616050,GREENFIELD UNION SCHOOL DISTRICT,6,225728,20339,205389,,,,,,
0619590,KERNVILLE UNION ELEM SCH DIST,6,22878,3145,19733,,,,,,
0631350,POND UNION ELEM SCH DIST,6,4529,799,3730,,,,,,
0632710,RIO BRAVO-GREELEY UNION SCHOOL DIST,6,20667,1071,19596,,,,,,
0633480,ROSEDALE UNION ELEM SCH DIST,6,108729,3510,105219,,,,,,
0615000,GEN SHAFTER ELEM SCH DIST,6,6366,276,6090,,,,,,
0638700,TAFT CITY SCHOOL DISTRICT,6,63081,12200,50881,,,,,,
0638880,TEHACHAPI UNIF SCHOOL DIST,6,72710,8498,64212,,,,,,
0641400,WASCO UNION ELEM SCH DIST,6,87558,12102,75456,,,,,,
0603180,ARMONA UNION ELEMENTARY SCHOOL DISTRICT,6,29355,3148,26207,,,,,,
0621360,LEMOORE UNION ELEMENTARY SCHOOL DISTRICT,6,67399,7147,60252,,,,,,
0632270,REEF SUNSET UNIFIED SCHOOL DISTRICT,6,80598,9989,70609,,,,,,
0603690,BALDWIN PARK UNIFIED SCHOOL DISTRICT,6,319658,41958,277700,,,,,,
0604830,BEVERLY HILLS UNIFIED SCHOOL DISTRICT,6,157336,3020,154316,,,,,,
0607740,CASTAIC UNION SCHOOL DISTRICT,6,33257,1036,32221,,,,,,
0607920,CENTINELA VALLEY UNION HIGH SCHOOL DIST,6,174174,19146,155028,,,,,,
0608760,CLAREMONT UNI SCH DIST,6,133897,7961,125936,,,,,,
0614940,GARVEY ELEM SCH DIST,6,116256,11701,104555,,,,,,
0616680,HAWTHORNE ELEM SCH DIST,6,176733,18485,158248,,,,,,
0617880,HUGHES ELIZABETH LAKES UNION SCH DIST,6,3501,241,3260,,,,,,
0618390,INGLEWOOD UNI SCH DIST,6,236228,38737,197491,,,,,,
0621210,LAWNDALE ELEM SCH DIST,6,231759,44870,186889,,,,,,
0640650,VALLE LINDO ELEM SCH DIST,6,18560,1274,17286,,,,,,
0641280,WALNUT VALLEY UNIF SCH DIST,6,267692,10775,256917,,,,,,
0642810,WILSONA SCHOOL DISTRICT,6,29211,4167,25044,,,,,,
0601377,PARTNERS IN NUTRITION,6,13015,0,13015,,,,,,
0601620,ABC UNIF SCHOOL DIST,6,402907,36413,366494,,,,,,
0620910,LARKSPUR-CORTE MADERA SCHOOL DISTRICT,6,31764,1081,30683,,,,,,
0638790,TAMALPAIS UNION HIGH SCHOOL DIST,6,135938,1932,134006,,,,,,
0636670,SHORELINE UNIFIED SCH DIST,6,23049,2842,20207,,,,,,
0623550,MANCHESTER UNION ELEM SCH DIST,6,1413,344,1069,,,,,,
0640300,UKIAH UNIFIED SCH DIST,6,137302,13700,123602,,,,,,
0624660,MERCED UNION HIGH SCHOOL DIST,6,258427,31029,227398,,,,,,
0630840,PLANADA ELEM SCH DIST,6,27830,4343,23487,,,,,,
0641880,WEAVER UNION SCH DIST,6,64168,11645,52523,,,,,,
0624630,MERCED RIVER UNION ELEM SCH DIST,6,6261,502,5759,,,,,,
0639940,TULELAKE BASIN JT. UNIF. SCH. DIST.,6,10223,1448,8775,,,,,,
0620490,LAGUNITA ELEM SCH DIST,6,1283,43,1240,,,,,,
0625530,MONTEREY PENINSULA UNIF SCH DIST,6,221670,21497,200173,,,,,,
0633980,SALINAS UNION HIGH SCHOOL DIST,6,368235,31487,336748,,,,,,
0634080,SAN ARDO UNION ELEM SCH DIST,6,3152,681,2471,,,,,,
0634770,SAN LUCAS UNION ELEM SCH DIST,6,2354,327,2027,,,,,,
0602610,ANAHEIM ELEM SCH DIST,6,385497,21497,364000,,,,,,
0614760,FULLERTON JT UNION HIGH SCHOOL DIST,6,280941,20429,260512,,,,,,
0618030,HUNTINGTON BCH CITY ELEM SCHOOL DIST,6,98832,3027,95805,,,,,,
0618060,HUNTINGTON BEACH UHS DIST,6,362589,34158,328431,,,,,,
0623430,MAGNOLIA ELEM SCH DIST,6,134414,14976,119438,,,,,,
0628140,OCEAN VIEW ELEM SCH DIST,6,138468,10488,127980,,,,,,
0630660,PLACENTIA-YORBA LINDA UNIFIED,6,461608,29590,432018,,,,,,
0684500,IRVINE UNIFIED SCHOOL DIST,6,763163,29767,733396,,,,,,
0642140,WESTERN PLACER UNIFIED SCHOOL DIST,6,228002,5504,222498,,,,,,
0627120,NEWCASTLE ELEM SCH DIST,6,9012,473,8539,,,,,,
0629640,PALO VERDE UNIF SCH DIST,6,70068,12737,57331,,,,,,
0633150,RIVERSIDE UNIFIED SCHOOL DIST,6,896035,85062,810973,,,,,,
0634440,SAN JACINTO UNIFIED SCH DIST,6,250847,31120,219727,,,,,,
0603060,ARCOHE UNION ELEM SCH DIST,6,8974,993,7981,,,,,,
0613890,FOLSOM-CORDOVA UNIF SCH DIST,6,446662,18754,427908,,,,,,
0629770,PANOCHE ELEM SCH DIST,6,387,28,359,,,,,,
0637650,SOUTHSIDE ELEM SCH DIST,6,3888,208,3680,,,,,,
0642630,WILLOW GROVE ELEM SCH DIST,6,627,33,594,,,,,,
0604020,BARSTOW UNIFIED SCH DIST,6,142415,31886,110529,,,,,,
0608160,CHAFFEY UNION HIGH SCHOOL DIST,6,503408,35008,468400,,,,,,
0634170,SAN BERNARDINO CITY UNIF SCHOOL DIST,6,1325603,267051,1058552,,,,,,
0606810,CAJON VALLEY UNION SCHOOL DISTRICT,6,398288,57522,340766,,,,,,
0607470,CARDIFF ELEM SCH DIST,6,18247,626,17621,,,,,,
0612750,ENCINITAS UNION ELEM SCH DIST,6,93017,3303,89714,,,,,,
0612880,ESCONDIDO UNION ELEM SCH DIST,6,349727,44934,304793,,,,,,
0631740,RANCHO SANTA FE ELEM SCH DIST,6,19597,429,19168,,,,,,
0634380,SAN DIEGUITO UNION HIGH SCHOOL DIST,6,241087,6640,234447,,,,,,
0637380,SOUTH BAY UNION SCHOOL DISTRICT,6,137339,13231,124108,,,,,,
0600042,WARNER UNIFIED SCHOOL DISTRICT,6,8277,1592,6685,,,,,,
0621810,LINDEN UNIFIED SCH DIST,6,48824,4812,44012,,,,,,
0643140,WOODSIDE ELEM SCHOOL DISTRICT,6,19192,236,18956,,,,,,
0617190,HILLSBOROUGH CITY SCHOOL DIST,6,48894,437,48457,,,,,,
0618930,JEFFERSON UNION HIGH SCHOOL DISTRICT,6,131620,4198,127422,,,,,,
0624570,MENLO PARK CY ELEMENTARY SCHOOL DISTRICT,6,81201,1095,80106,,,,,,
0631470,PORTOLA VAL ELEMENTARY SCHOOL DISTRICT,6,23872,217,23655,,,,,,
0615510,GOLETA UNION SCH DIST,6,84507,3502,81005,,,,,,
0616260,GUADALUPE JT ELEM SCH DIST,6,37287,3117,34170,,,,,,
0622920,LOS OLIVOS ELEM SCH DIST,6,3512,63,3449,,,,,,
0601404,SANTA BARBARA COUNTY SELPA JPA,6,61565,19597,41968,,,,,,
0607140,CAMBRIAN SCHOOL DISTRICT,6,59319,2240,57079,,,,,,
0629610,PALO ALTO UNIFIED SCHOOL D,6,405896,7717,398179,,,,,,
0640320,UNION ELEM SCH DIST,6,111123,2742,108381,,,,,,
0601381,EAST VALLEY SCHOOL TRANSPORTATION JPA,6,2466,0,2466,,,,,,
0601389,WEST VALLEY TRANSPORTATION AGENCY JPA,6,2674,0,2674,,,,,,
0621990,LIVE OAK ELEM SCH DIST,6,39128,3640,35488,,,,,,
0618160,IGO-ONO-PLANTINA UNION ELEM SCHOOL DIST,6,1578,255,1323,,,,,,
0629280,PACHECO UNION ELEM SCH DIST,6,13239,1093,12146,,,,,,
0642420,WHITMORE UNION ELEM SCH DIST,6,1495,315,1180,,,,,,
0627870,OAK RUN ELEM SCHOOL DIST,6,1596,142,1454,,,,,,
0604980,BIG SPRINGS ELEM SCH DIST,6,3623,348,3275,,,,,,
0641980,WEED UNION ELEM SCH DIST,6,8662,777,7885,,,,,,
0643410,YREKA UNION HIGH SCH DIST,6,15481,1532,13949,,,,,,
0611280,DIXON UNIFIED SCH DIST,6,59986,5317,54669,,,,,,
0613360,FAIRFIELD-SUISUN JT UNIFIED SCH DIST,6,441219,40971,400248,,,,,,
0640740,VALLEJO CITY UNIF SCH DIST,6,262092,30805,231287,,,,,,
0627840,OAK GROVE UNION ELEM SCH DIST,6,16790,460,16330,,,,,,
0633510,ROSELAND SCHOOL DISTRICT,6,59142,4395,54747,,,,,,
0640260,TWO ROCK UNION SCHOOL DISTRICT,6,2958,655,2303,,,,,,
0641790,WAUGH ELEM SCH DIST,6,12712,304,12408,,,,,,
0601383,WEST COUNTY TRANSPORTATION JPA,6,23527,0,23527,,,,,,
0640800,VALLEY HOME ELEM SCH DIST,6,3459,255,3204,,,,,,
0616650,HART RANSOM UNION ELEMENTARY SCHOOL DISTRICT,6,20521,1416,19105,,,,,,
0627200,NEWMAN-CROWS LANDING UNIFIED SCHOOL DISTRICT,6,67762,6038,61724,,,,,,
0611780,EAST NICOLAUS JT UHS DIST,6,6837,114,6723,,,,,,
0638670,SYLVAN UNION ELEMENTARY SCHOOL DISTRICT,6,148406,11705,136701,,,,,,
0619860,KIRKWOOD ELEM SCH DIST,6,1808,79,1729,,,,,,
0632010,RED BLUFF UNION HIGH SCHOOL DIST,6,39584,3512,36072,,,,,,
0606510,BURNT RANCH ELEM SCH DIST,6,2971,526,2445,,,,,,
0619170,JUNCTION CITY ELEM SCHOOL DIST,6,2109,179,1930,,,,,,
0602010,ALPAUGH UNIFIED SCH DIST,6,9274,1349,7925,,,,,,
0629670,PALO VERDE UNION ELEM SCH DIST,6,10027,638,9389,,,,,,
0631050,PLEASANT VIEW ELEM SCHOOL DIST,6,11934,3473,8461,,,,,,
0632430,RICHGROVE ELEM SCH DIST,6,19169,3664,15505,,,,,,
0637770,SPRINGVILLE UNION EL SCH DIST,6,6276,1367,4909,,,,,,
0638040,STONE CORRAL ELEM SCH DISTRICT,6,3541,566,2975,,,,,,
0618690,JAMESTOWN ELEM SCH DIST,6,8769,1109,7660,,,,,,
0628270,OJAI UNIFIED SCH DIST,6,44252,2331,41921,,,,,,
0628170,OCEAN VIEW SCHOOL DISTRICT,6,55969,4362,51607,,,,,,
0635490,SANTA CLARA ELEM SCH DIST,6,991,41,950,,,,,,
0601421,SANTA PAULA UNIFIED SCHOOL DISTRICT,6,125678,14357,111321,,,,,,
0635600,SANTA CRUZ CITY HIGH SCHOOL DISTRICT,6,1668,41,1627,,,,,,
0601394,SOUTHWEST TRANSPORTATION AGENCY,6,6928,0,6928,,,,,,
0691019,MENDOCINO CO SPL SCHS OPER BY CO SUPT,6,45941,6386,39555,,,,,,
0607170,CAMINO UNION ELEM,6,9006,2091,6915,,,,,,
0635250,SANGER UNIF SCH DIST,6,302495,41045,261450,,,,,,
0630210,PERRIS UNION HIGH SCHOOL DIST,6,264645,20403,244242,,,,,,
0691136,AROMAS/SAN JUAN UNIFIED SCHOOL DISTRICT,6,23436,1956,21480,,,,,,
0628470,ONTARIO MONTCLAIR SCHOOL DISTRICT,6,494863,83345,411518,,,,,,
0635880,SANTEE SCHOOL DISTRICT,6,116247,5226,111021,,,,,,
0606060,BRISBANE ELEMENTARY SCHOOL DISTRICT,6,16488,223,16265,,,,,,
0691002,BUTTE CO SPL SCHS OPER BY CO SUPT,6,205741,35533,170208,,,,,,
0691034,SANTA BARBARA CO SPL SCHS OPER BY CO SUPT,6,167096,26316,140780,,,,,,
0620310,LAFAYETTE ELEM SCH DIST,6,61538,1634,59904,,,,,,
0614550,FRESNO UNIFIED SCH DIST,6,1872787,372952,1499835,,,,,,
0601415,WASHINGTON UNIFIED SCHOOL DISTRICT,6,75438,18622,56816,,,,,,
0638980,TEMPLE CITY UNIFIED SCH DIST,6,106647,5844,100803,,,,,,
0623940,MARIPOSA COUNTY UNIFIED SCHOOL DISTRICT,6,40413,5492,34921,,,,,,
0623530,MAMMOTH UNIFIED SCHOOL DISTRICT,6,31246,1350,29896,,,,,,
0641610,WASHINGTON UNION ELEM SCH DIST,6,12934,547,12387,,,,,,
0611490,DRY CREEK JT ELEM SCH DIST,6,106927,5777,101150,,,,,,
0624210,MCCLOUD UNION ELEM SCH DIST,6,1748,208,1540,,,,,,
0604650,BENNETT VALLEY UNION SCHOOL DIST,6,15338,725,14613,,,,,,
0632340,RESERVATION ELEM SCH DIST,6,711,187,524,,,,,,
0614340,FRANKLIN ELEM SCH DIST,6,7264,220,7044,,,,,,
0639600,TRAVER JT ELEM SCH DIST,6,6509,679,5830,,,,,,
0600048,PASO ROBLES JOINT UNIFIED SCHOOL DISTRICT,6,130967,12107,118860,,,,,,
0691045,TULARE CO SPL SCHS OPER BY CO SUPT,6,394006,96352,297654,,,,,,
0615390,GOLD OAK UN ELEM SCH DIST,6,7960,753,7207,,,,,,
0631400,POTTER VALLEY CMTY. UNIF. SCH. DIST.,6,5800,458,5342,,,,,,
0642150,WESTMINSTER SCHOOL DISTRICT,6,207471,24336,183135,,,,,,
0603720,BALLARD ELEM SCH DIST,6,3051,21,3030,,,,,,
0601376,CENTRAL CALIFORNIA MIGRANT HEAD START JPA,6,40985,40866,119,,,,,,
0601368,SOUTH COUNTY SUPPORT SERVICES AGENCY,6,5875,0,5875,,,,,,
0600153,ALHAMBRA UNIFIED SCHOOL DISTRICT,6,436870,71560,365310,,,,,,
0603300,ATASCADERO UNIFIED SCHOOL DISTRICT,6,80118,5325,74793,,,,,,
0608010,CENTRAL UNION HIGH SCHOOL DIST,6,98877,10715,88162,,,,,,
0622950,LOST HILLS UNION ELEM SCH DIST,6,14276,1676,12600,,,,,,
0620850,LAMONT ELEM SCH DIST,6,77881,9864,68017,,,,,,
0638730,TAFT UNION HIGH SCHOOL DIST,6,36514,1947,34567,,,,,,
0620880,LANCASTER SCH DIST,6,347809,37698,310111,,,,,,
0605190,BITTERWATER TULLY UNION SCH DIST,6,741,47,694,,,,,,
0626760,NEEDLES UNIF SCH DIST,6,23813,2869,20944,,,,,,
0628950,ORO GRANDE ELEM SCH DIST,6,28408,5636,22772,,,,,,
0636970,SNOWLINE JOINT UNIF SCH DIST,6,159053,19730,139323,,,,,,
0622380,LAS LOMITAS ELEMENTARY SCHOOL DISTRICT,6,48730,447,48283,,,,,,
0606690,BUTTEVILLE ELEM SCH DIST,6,2595,270,2325,,,,,,
0633270,ROCKFORD ELEM SCH DIST,6,5345,372,4973,,,,,,
0609480,COLUMBIA UNION SCHOOL DISTRICT,6,8026,821,7205,,,,,,
0625690,MOORPARK UNIFIED SCH DIST,6,108585,6135,102450,,,,,,
0642930,WINTERS JT UNIFIED SCH DIST,6,39072,2476,36596,,,,,,
0629430,PACIFIC ELEM SCH DIST,6,9654,2603,7051,,,,,,
0607410,CAPAY JT UNION ELEM SCH DIST,6,3288,294,2994,,,,,,
0630870,PLAZA ELEM SCH DIST,6,12894,296,12598,,,,,,
0603030,NORTHERN HUMBOLDT UHSD,6,42526,6936,35590,,,,,,
0610380,CUTTEN ELEM SCH DIST,6,10859,1625,9234,,,,,,
0624780,MIDWAY ELEM SCH DIST,6,2480,108,2372,,,,,,
0636330,SEMITROPIC ELEM SCH DIST,6,4015,708,3307,,,,,,
0637470,SOUTH FORK UNION SCHOOL DISTRICT,6,8264,1468,6796,,,,,,
0621400,LEMOORE UNION HIGH SCHOOL DISTRICT,6,44363,2613,41750,,,,,,
0619050,JOHNSTONVILLE ELEMENTARY SCHOOL DISTRICT,6,3306,248,3058,,,,,,
0642000,WEST COVINA UNIFIED SCH DIST,6,184096,13355,170741,,,,,,
0642510,WILLIAM S HART UNION HIGH SCH DIST,6,450243,16284,433959,,,,,,
0623340,MADERA UNIFIED SCHOOL DISTRICT,6,492201,65228,426973,,,,,,
0620430,LAGUNA JOINT SCHOOL DISTRICT,6,1067,35,1032,,,,,,
0627720,NOVATO UNIF SCH DIST,6,158877,9650,149227,,,,,,
0622590,LOS ALAMITOS UNIF SCH DIST,6,175851,12431,163420,,,,,,
0635310,SANTA ANA UNI SCH DIST,6,1044471,91130,953341,,,,,,
0603480,AUBURN UNION ELEM SCH DIST,6,28196,2373,25823,,,,,,
0613080,EUREKA UNION ELEM SCH DIST,6,47649,1113,46536,,,,,,
0630180,PERRIS ELEM SCH DIST,6,156113,32356,123757,,,,,,
0608460,CHINO UNIFIED SCHOOL DISTRICT,6,541752,37003,504749,,,,,,
0612960,ETIWANDA ELEM SCH DIST,6,252273,9994,242279,,,,,,
0605700,BORREGO SPRINGS UNIF SCH DIST,6,14041,1905,12136,,,,,,
0616230,GROSSMONT UNION HIGH SCHOOL DIST,6,441506,42725,398781,,,,,,
0626100,MOUNTAIN EMPIRE UNIF SCH DIST,6,42518,3622,38896,,,,,,
0634920,SAN MATEO-FOSTER CITY SCHOOL DISTRICT,6,248032,13255,234777,,,,,,
0606330,BUELLTON UNION ELEM SCH DIST,6,19267,1210,18057,,,,,,
0617490,HOPE ELEM SCH DIST,6,21315,671,20644,,,,,,
0641220,VISTA DEL MAR ELEM SCH DIST,6,1727,80,1647,,,,,,
0607560,CARPINTERIA UNIFIED SCH DIST,6,48335,1993,46342,,,,,,
0616620,HARMONY UNION ELEM SCH DIST,6,8565,383,8182,,,,,,
0617580,HORICON ELEM SCH DIST,6,3669,101,3568,,,,,,
0608250,CHATOM UNION SCHOOL DISTRICT,6,13359,1350,12009,,,,,,
0624690,MERIDIAN ELEM SCH DIST,6,1691,88,1603,,,,,,
0613860,FLOURNOY UNION ELEM SCH DIST,6,2789,79,2710,,,,,,
0643080,WOODLAND JT UNIFIED SCH DIST,6,199208,20756,178452,,,,,,
0631180,PLUMAS ELEM SCH DIST,6,33291,1431,31860,,,,,,
0600021,SUNOL GLEN ELEM SCH DIST,6,5644,74,5570,,,,,,
0605610,BONITA UNIFIED SCHOOL DISTRICT,6,182687,10088,172599,,,,,,
0603610,BAKER VALLEY UNIF SCH DIST,6,5376,453,4923,,,,,,
0636805,SIERRA UNIFIED SCHOOL DISTRICT,6,27655,3054,24601,,,,,,
0642060,WEST PARK ELEM SCH DIST,6,10860,1869,8991,,,,,,
0617430,HOLTVILLE UNIF SCH DIST,6,44405,6333,38072,,,,,,
0624180,MCCABE UNION ELEM SCH DIST,6,22687,1164,21523,,,,,,
0636210,SEELEY UNION ELEM SCH DIST,6,10863,1276,9587,,,,,,
0619770,KINGS RIVER-HARDWICK UNION ELEM SCH DIST,6,12760,568,12192,,,,,,
0630510,PIONEER UNION ELEMENTARY SCHOOL DISTRICT,6,28444,2782,25662,,,,,,
0600011,FORT SAGE UNIFIED SCHOOL DISTRICT,6,7105,849,6256,,,,,,
0636420,SHAFFER UNION ELEMENTARY SCHOOL DISTRICT,6,5159,359,4800,,,,,,
0602970,ARCADIA UNIFIED SCHOOL DISTRICT,6,176721,6988,169733,,,,,,
0633570,ROSEMEAD ELEM SCH DIST,6,66657,7688,58969,,,,,,
0637560,SOUTH WHITTIER ELEM SCH DIST,6,72574,9122,63452,,,,,,
0642120,WESTSIDE UNION SCHOOL DISTRICT,6,167554,10638,156916,,,,,,
0601428,WISEBURN UNIFIED SCHOOL DISTRICT,6,66097,1950,64147,,,,,,
0600006,ROSS VALLEY SCHOOL DISTRICT,6,36428,1137,35291,,,,,,
0637710,SPRECKELS UNION SCH DIST,6,14061,720,13341,,,,,,
0630930,PLEASANT RIDGE UNION ELEM SCH,6,22190,1059,21131,,,,,,
0640380,UNION HILL ELEM SCH DIST,6,11919,763,11156,,,,,,
0602630,ANAHEIM UNION HIGH SCHOOL DIST,6,673228,73541,599687,,,,,,
0602250,ALTA DUTCH FLAT UNION ELEM SCH DIST,6,2179,229,1950,,,,,,
0600028,TEMECULA VALLEY UNIF SCHOOL DIST,6,503844,32527,471317,,,,,,
0607950,CENTRAL SCHOOL DIST,6,86307,9654,76653,,,,,,
0600014,HESPERIA UNIF SCHOOL DISTRICT,6,463488,74994,388494,,,,,,
0639840,TRONA JOINT UNIFIED SCH.DIST,6,32647,3459,29188,,,,,,
0641040,VICTOR ELEM SCH DIST,6,307919,48579,259340,,,,,,
0637680,SPENCER VAL ELEM SCH DIST,6,2982,56,2926,,,,,,
0618870,JEFFERSON ELEM SCH DIST,6,109812,8968,100844,,,,,,
0600047,TRACY JOINT UNIFIED SCHOOL DISTRICT,6,299979,28813,271166,,,,,,
0605580,SANTA MARIA-BONITA SCHOOL DISTRICT,6,387154,46856,340298,,,,,,
0637110,SOLVANG ELEM SCH DIST,6,11173,1508,9665,,,,,,
0627510,NORTH COW CREEK ELEM SCH DIST,6,5855,196,5659,,,,,,
0636600,SHASTA UNION HIGH SCHOOL DIST,6,99939,6090,93849,,,,,,
0636780,SIERRA PLUMAS JT UNIFIED SCH DIST,6,10154,1359,8795,,,,,,
0610980,DELPHIC ELEM SCH DIST,6,1710,169,1541,,,,,,
0616530,HAPPY CAMP UNION ELEM SCH DIST,6,3307,604,2703,,,,,,
0630030,PATTERSON JOINT UNIFIED SCHOOL DISTRICT,6,158044,13465,144579,,,,,,
0632250,REEDS CREEK ELEM SCH DIST,6,3566,301,3265,,,,,,
0622050,LIVE OAK UNIF SCH DIST,6,40959,3721,37238,,,,,,
0623800,MARCUM ILLINOIS UNION ELEM SCHOOL DIST,6,4338,142,4196,,,,,,
0627750,NUESTRO ELEM SCH DIST,6,3289,209,3080,,,,,,
0630900,PLEASANT GROVE JT UNION ELEM SCH DIST,6,2323,56,2267,,,,,,
0609780,CORNING UNION ELEM SCH DIST,6,46692,7066,39626,,,,,,
0613170,EVERGREEN UNION ELEM SCH DIST,6,21754,1839,19915,,,,,,
0602220,ALTA VISTA ELEM SCH DIST,6,18923,2622,16301,,,,,,
0611760,EARLIMART ELEM SCH DIST,6,45638,9617,36021,,,,,,
0600035,FARMERSVILLE UNIFIED SCHOOL DISTRICT,6,61055,10170,50885,,,,,,
0621570,LIBERTY ELEM SCH DIST,6,13555,931,12624,,,,,,
0610350,CUTLER-OROSI UNIFIED SCH DIST,6,117408,24444,92964,,,,,,
0638430,SUNNYSIDE UN ELEM SCH DIST,6,9219,2288,6931,,,,,,
0639300,TIPTON ELEM SCH DIST,6,14673,1678,12995,,,,,,
0639930,TULARE JOINT UNION HIGH SCH DIST,6,137461,12814,124647,,,,,,
0641820,WAUKENA UN ELEM SCH DIST,6,5813,806,5007,,,,,,
0600064,PORTERVILLE UNIFIED SCHOOL DISTRICT,6,361423,52039,309384,,,,,,
0609640,CONEJO VALLEY UNIFIED SCHOOL DISTRICT,6,311999,20873,291126,,,,,,
0624090,MARYSVILLE UNIF SCH DIST,6,245767,43801,201966,,,,,,
0642330,WHEATLAND SCHOOL DISTRICT,6,28185,3674,24511,,,,,,
0600067,CARUTHERS UNIFIED SCHOOL DISTRICT,6,39048,4498,34550,,,,,,
0600068,GOLDEN VALLEY UNIFIED SCHOOL DISTRICT,6,65653,2316,63337,,,,,,
0607980,CENTRAL UNION ELEMENTARY SCHOOL DISTRICT,6,43800,16335,27465,,,,,,
