school_id,school_name,address,city,state,zip,county,sector,charter,total_enrollment,enrollment_9_12,grad_rate_2021,crdc_ap_courses,ib_flag_v2,crdc_fte_counselors,county_median_hh_income,county_pct_child_poverty_saipe,nces_id_12,ceeb,rigor_tier_v4,audit_note
1802804,Excel Center - Shadeland,2525 N. Shadeland Ave,Indianapolis,IN,46219,Marion County,public,1-Yes,404,404,,,,,66346,21.8,181324302804,,,
4804181,SOUTH TEXAS ISD WORLD SCHOLARS,510 S SUGAR RD,EDINBURG,TX,78539,Hidalgo County,public,2-No,403,403,97.5,1,1.0,3.6700001,54338,32.3,483715004181,442149,Demanding,
0401734,West Phoenix High School,3835 W THOMAS RD,PHOENIX,AZ,85019,Maricopa County,public,1-Yes,403,403,22,,0.0,0,89300,12.4,040035501734,030387,Average,
4710504,Battle Creek High School,130 Battle Creek Way,Spring Hill,TN,37174,Maury County,public,2-No,402,402,,,,,76130,10.9,470276010504,430268,Average,
3703416,Williams Secondary Montessori,2400 Carmine St,Charlotte,NC,28206,Mecklenburg County,public,2-No,401,227,90,11,0.0,2,87005,14.1,370297003416,,,
4710428,KA @ The Crossings,5320 Hickory Hollow PKWY,Antioch,TN,37013,Davidson County,public,1-Yes,400,231,,,,,77853,17.3,470318010428,,,
2201525,Richwood High School,5901 Highway 165 S,Monroe,LA,71202,Ouachita Parish,public,2-No,400,400,82,,0.0,2.0599999,54688,23.9,220120001525,191834,Demanding,
2500261,Albert D Holland School of Technology,60 Washington Street,Dorchester,MA,2121,Suffolk County,public,2-No,399,341,77,5,0.0,1,95631,21.3,250279000261,220290,Demanding,
7200750,CRISTINA (AMADA) MARTINEZ MARTINEZ,CARR 149 BO JAGUEYES DESVIO #5561,VILLALBA,PR,766,Villalba Municipio,public,2-No,399,399,92,,0.0,1,,,720003000750,,,
1701530,Du Quoin High School,500 E South St,Du Quoin,IL,62832,Perry County,public,2-No,397,397,,2,0.0,2,62118,14.8,171276001530,141655,Average,
2500816,Pioneer Valley Performing Arts Charter Public School,15 Mulligan Drive,South Hadley,MA,1075,Hampshire County,public,1-Yes,397,255,95,1,0.0,2,87001,10.3,250004400816,220947,Average,
2801029,Sumner Hill Junior High School,400 W. Northside Drive,Clinton,MS,39056,Hinds County,public,2-No,396,396,,,,,,,,,,
1208152,SUNSHINE HIGH SCHOOL-GREATER ORLANDO CAMPUS,6600 OLD WINTER GARDEN RD,ORLANDO,FL,32835,Orange County,public,1-Yes,395,382,21,,0.0,0,79719,16.1,120144008152,,,
3904094,Washington County CC Barrett Bld,21740 State Route 676,Marietta,OH,45750,Washington County,public,2-No,394,394,,,,,,,,,,
0801857,Mapleton Expeditionary School of the Arts,8980 YORK ST,THORNTON,CO,80299,Adams County,public,2-No,393,393,77,1,0.0,0,94571,10.9,080555001857,060443,Demanding,
7201483,CARLOS F. DANIELS,URB SEVERO QUINONES CALLE J S QUINONES,CAROLINA,PR,986,Carolina Municipio,public,2-No,393,392,,,0.0,0,,,720003001483,,,
0611650,School of Business and Tourism at Contreras Learning Complex,322 Lucas Ave.,Los Angeles,CA,90017,Los Angeles County,public,2-No,392,392,72,6,0.0,1,90112,16.2,062271011650,,,
5303575,Industrial Design Engineering and Arts,6701 S Park Ave,Tacoma,WA,98444,Pierce County,public,2-No,392,392,,2,0.0,0,99564,10.9,530870003575,,,
5303444,Tacoma Open Doors,1818 Tacoma Ave S,Tacoma,WA,98402,Pierce County,public,2-No,392,392,,,0.0,0,99564,10.9,530870003444,,,
3605179,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,2040 ANTIN PL,BRONX,NY,10462,Bronx County,public,2-No,392,391,77,,,,48676,38,360008805179,330557,,
3605603,WESTERN NEW YORK MARITIME CHARTER SCHOOL,2219 S PARK AVE,BUFFALO,NY,14220,Erie County,public,1-Yes,392,268,92,,0.0,5,72839,14.2,360010605603,,,
0403163,Hope High School Online,5651 W TALAVI BLVD STE 170,GLENDALE,AZ,85306,Maricopa County,public,1-Yes,391,391,23,,0.0,1.25,89300,12.4,040063603163,,,
5303895,Vanguard Academy,740 E Yonezawa Blvd,Moses Lake,WA,98837,Grant County,public,2-No,387,387,,,,,73267,19.3,530522003895,,,
2703078,Rochester Alternative Learning Cntr,37 WOOD LAKE DR SE,ROCHESTER,MN,55904,Olmsted County,public,2-No,387,387,49,,0.0,0,95406,6.8,273180003078,,,
0901633,Information Technology & Software Engineering Magnet High Sc,840 Old Town Road,Bridgeport,CT,6606,Greater Bridgeport Planning Region,public,2-No,386,386,92,14,0.0,2,89667,14.3,090045001633,,,
3606059,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA,1600 ROCKAWAY PKWY,BROOKLYN,NY,11236,Kings County,public,2-No,386,385,84.5,,,,80263,26.5,360009606059,,,
2401385,Vivien T. Thomas Medical Arts Academy,100 N Calhoun Street,Baltimore,MD,21223,Baltimore city,public,2-No,386,386,67,2,0.0,1,62177,22.8,240009001385,,,
3605659,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND THE ARTS,3000 E TREMONT AVE,BRONX,NY,10461,Bronx County,public,2-No,385,385,82,,,,48676,38,360008505659,,,
4400530,Times2 Middle/High School,50 Fillmore Street,Providence,RI,2908,Providence County,public,1-Yes,383,187,84.5,3,0.0,2,78787,17.9,440090000530,,,
7200331,SUPERIOR MANUEL RAMOS HERNANDEZ,CARR 2 KM 101 HM 3,QUEBRADILLAS,PR,678,Quebradillas Municipio,public,2-No,383,383,92,,0.0,1,,,720003000331,,,
5303490,Edmonds Career Access Program,20000 68th Ave W,Lynnwood,WA,98036,Snohomish County,public,2-No,383,383,,,0.0,0,111246,8.9,530240003490,,,
2700023,KERKHOVEN SECONDARY,302 N 15TH ST,KERKHOVEN,MN,56252,Swift County,public,2-No,382,241,95,2,0.0,1,60412,13.9,271712000023,241280,Average,
2502916,Emergence Academy,415 State Street,Springfield,MA,1105,Hampden County,public,2-No,382,196,,,,,,,,,,
2704680,Creative Arts Secondary School,65 KELLOGG BLVD E,SAINT PAUL,MN,55101,Ramsey County,public,2-No,382,179,84.5,4,0.0,3,81568,12.9,273384004680,240100,Average,
2903395,KIPP KC LEGACY HIGH SCHOOL,1522 Winchester Ave,Kansas City,MO,64126,Jackson County,public,1-Yes,382,382,,,0.0,1,68577,16,290003103395,,,
5502755,Carmen High School of Science and Technology South Campus,1712 S 32nd St,Milwaukee,WI,53215,Milwaukee County,public,1-Yes,382,382,82,8,0.0,0,64435,22.1,550960002755,,,
3906006,Tri Star Career Compact,7655 State Route 703,Celina,OH,45822,Mercer County,public,2-No,382,382,,,,,,,,,,
2703692,RTR Secondary School,111 COUNTY HIGHWAY 8,TYLER,MN,56178,Lincoln County,public,2-No,380,222,95,,0.0,1,69694,9.4,270029403692,240035,Demanding,
1902268,Virtual Campus,1800 Grand Avenue,Des Moines,IA,50309,Polk County,public,2-No,380,380,52,10,0.0,2.8,83576,12.9,190897002268,,,
3600811,BROADWAY ACADEMY,1000 BROADWAY,ELMIRA,NY,14904,Chemung County,public,2-No,379,379,,,,,,,,,,
3403107,Paterson STEAM High School,764 11TH AVENUE,PATERSON,NJ,7514,Passaic County,public,2-No,379,379,82,1,0.0,2,87522,17.2,341269003107,,,
2608957,Southwest MiddleHigh  Academia Bilingue,327 RUMSEY ST SW,GRAND RAPIDS,MI,49503,Kent County,public,2-No,378,236,,1,0.0,1,82631,11.2,261644008957,,,
3606484,URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE (THE),999 JAMAICA AVE,BROOKLYN,NY,11208,Kings County,public,2-No,377,377,92,,,,80263,26.5,360012006484,,,
1303980,Coretta Scott King Young Women's Leadership Academy,1190 Northwest Dr NW,Atlanta,GA,30318,Fulton County,public,2-No,377,193,95,9,0.0,2,95292,12.8,130012003980,,,
1207904,ANDREWS HIGH SCHOOL,3500 N ANDREWS AVE,POMPANO BEACH,FL,33064,Broward County,public,1-Yes,376,376,62,,0.0,1,77633,13.5,120018007904,100132,Very Demanding,
0901636,Biotechnology Research & Zoological Studies Magnet High Scho,840 Old Town Road,Bridgeport,CT,6606,Greater Bridgeport Planning Region,public,2-No,376,376,92,10,0.0,1,89667,14.3,090045001636,070074,Average,
3904787,Skyway Career Prep High School,3912 Sunforest Ct,Toledo,OH,43623,Lucas County,public,1-Yes,376,376,37,,0.0,1,62224,20.5,390023104787,365066,Below Average,
3702644,NRM Early College High School,530 North Old Carriage Road,Rocky Mount,NC,27804,Nash County,public,2-No,376,307,95,,0.0,1,62426,18.6,370327002644,343373,Demanding,
3605568,BRONX AEROSPACE HIGH SCHOOL,800 E GUN HILL RD,BRONX,NY,10467,Bronx County,public,2-No,374,373,72,,,,48676,38,360008805568,330606,,
2705546,Metro 2 Online,620 OLSON MEMORIAL HWY,MINNEAPOLIS,MN,55411,Hennepin County,public,1-Yes,373,235,,,,,97653,8.9,270024505546,,,
2801267,Rosa Scott,929 Poore's Pass,Madison,MS,39110,Madison County,public,2-No,373,373,,,,,,,,,,
0403522,Empower College Prep High School,2411 W COLTER ST,PHOENIX,AZ,85015,Maricopa County,public,1-Yes,373,373,84.5,14,0.0,2,89300,12.4,040087703522,,,
0614089,Altus Schools South Bay,3252 Bonita Rd.,Chula Vista,CA,91910,San Diego County,public,1-Yes,372,337,62,6,0.0,1,106268,10.8,060150914089,,,
1704715,Phoenix Military Academy HS,145 S Campbell Ave,Chicago,IL,60612,Cook County,public,2-No,372,372,,12,0.0,2,83498,17.3,170993004715,141078,Demanding,
3703320,Nesbitt Discovery Academy,175 Bingham Rd Ste 10,Asheville,NC,28806,Buncombe County,public,2-No,372,372,97.5,11,0.0,2,74436,14.5,370045003320,,,
2606325,OvidElsie High School,8989 E COLONY RD,ELSIE,MI,48831,Clinton County,public,2-No,372,372,97.5,4,0.0,1,88210,7,262715006325,231355,Average,
2801411,Northside High School,1305 MARTIN LUTHER KING DRIVE,SHELBY,MS,38774,Bolivar County,public,2-No,370,234,77,2,0.0,2,39585,47.6,280018601411,252876,Demanding,
5303382,Individualized Graduation & Degree Program,11107 SE Kent-Kangley Rd,Kent,WA,98030,King County,public,2-No,370,370,,,0.0,2,124746,9.5,530396003382,,,
1500307,Kulanihakoi High School,901 Piilani Hwy,Kihei,HI,96753,Maui County,public,2-No,370,370,,,,,,,,120200,,
3500816,MONTE DEL SOL CHARTER,4157 WALKING RAIN RD,SANTA FE,NM,87507,Santa Fe County,public,1-Yes,370,217,54.5,6,0.0,1.2,79071,14.2,350017000816,320609,Demanding,
0403681,A+ Charter Schools,41735 W. Alan Stephens Pkwy,Maricopa,AZ,85138,Pinal County,public,1-Yes,370,236,,,0.0,0,80266,11.8,040099803681,030499,Demanding,
7200148,JESUS T. PINERO CIDRA,CALLE JOSE DE DIEGO FINAL SALIDA ARENAS,CIDRA,PR,739,Cidra Municipio,public,2-No,369,187,92,2,0.0,0,,,720003000148,,,
2900583,HANCOCK SR. HIGH,229 W RIPA AVE,ST LOUIS,MO,63125,St. Louis County,public,2-No,369,369,92,3,0.0,3,82936,12.5,291362000583,261915,Average,
3604498,JAMES A GREEN JUNIOR-SENIOR HIGH SCHOOL,38 SLAWSON ST,DOLGEVILLE,NY,13329,Herkimer County,public,2-No,369,239,92,,0.0,2,68515,15.8,360000104498,331640,Average,
4210034,Harrold School,1368 Middletown Rd,Greensburg,PA,15601,Westmoreland County,public,2-No,369,369,,,,,,,,391700,Demanding,
1801951,White's Jr-Sr High School,5233 S 50 E,Wabash,IN,46992,Wabash County,public,2-No,369,361,57,,0.0,2,66806,11.6,181218001951,153630,Demanding,
3904213,Virtual High School,425 Ezzard Charles Dr,Cincinnati,OH,45203,Hamilton County,public,2-No,366,366,39,,0.0,2,72470,17.3,390437504213,365007,Average,
2606987,UnionvilleSebewaing MiddleHigh School,2203 WILDNER RD,SEBEWAING,MI,48759,Huron County,public,2-No,366,241,97.5,3,0.0,0,58870,16.5,263444006987,233625,Demanding,
1802759,Indiana Gateway Alternative School,220 Ettel Lane,Clarksville,IN,47129,Clark County,public,2-No,365,365,,,,,74214,11.1,180192002759,150207,Below Average,
0608697,Carter G. Woodson Public Charter,3333 North Bond Ave.,Fresno,CA,93726,Fresno County,public,1-Yes,364,330,57,,0.0,5,74201,24.5,060238308697,,,
3606737,E MONROE NEW RENAISSANCE BASKETBALL,1617 PARKVIEW AVE,BRONX,NY,10461,Bronx County,public,1-Yes,364,364,,,,,48676,38,360122906737,,,
3606372,URBAN ASSEMBLY-EARLY COLL HS EMER MD,411 PEARL ST,NEW YORK,NY,10038,New York County,public,2-No,364,364,92,,,,103931,19.7,360007706372,,,
2501842,Berkshire Arts and Technology Charter Public School,1 Commercial Place,Adams,MA,1220,Berkshire County,public,1-Yes,364,155,95,4,0.0,2,76013,14.6,250007901842,220023,Average,
2202321,Slaughter Community Charter School,2944 Highway 412 West,Slaughter,LA,70777,East Feliciana Parish,public,1-Yes,364,253,84.5,1,0.0,1,73085,22,220060002321,,,
0610829,High Tech LA,17111 Victory Blvd.,Lake Balboa,CA,91406,Los Angeles County,public,1-Yes,362,362,92,,0.0,1,90112,16.2,060168410829,051526,Below Average,
3703397,Girls Leadership Academy of Wilmington,4100 Sunglow Drive,Wilmington,NC,28405,New Hanover County,public,1-Yes,362,172,,1,0.0,1,75166,13.1,370040703397,342013,Demanding,
0614368,SAVA - Sacramento Academic and Vocational Academy - EGUSD,3141 Dwight Rd. Ste. 400,Elk Grove,CA,95758,Sacramento County,public,1-Yes,360,330,42,,0.0,0,92175,15.4,060179614368,,,
2101948,East Ridge High School,19471 Lick Mountain Rd,Lick Creek,KY,41540,Pike County,public,2-No,360,359,92,6,0.0,1,44312,21.8,210480001948,181451,Very Demanding,
3604169,DONALD H CRANE JUNIOR/SENIOR HIGH SCHOOL,5176 RT 233,WESTMORELAND,NY,13490,Oneida County,public,2-No,360,239,95,5,0.0,2,70154,24.1,363105004169,335910,Average,
0901479,Pathways Academy of Technology and Design,2 Pent Road,East Hartford,CT,6118,Capitol Planning Region,public,2-No,359,359,87,10,0.0,2,93394,13.9,090192001479,,,
5303800,Digital Learning Center,1530 Pilgrim Street,Moses Lake,WA,98837,Grant County,public,2-No,359,311,,,0.0,0.5,73267,19.3,530522003800,480982,,
4813073,GRAPEVINE-COLLEYVILLE COLLEGIATE ACADEMY AT TCC NE,828 W HARWOOD BLDG NMPC,HURST,TX,76054,Tarrant County,public,2-No,358,358,97.5,1,0.0,0,84207,14.9,482166013073,,,
0608619,Weber Institute,302 West Weber Ave.,Stockton,CA,95203,San Joaquin County,public,2-No,358,358,97.5,,0.0,2,92179,16,063801008619,053579,Average,
7201266,DR. FACUNDO BUESO,CALLE DEL VALLE ESQ EDUARDO CONDE,SAN JUAN,PR,915,San Juan Municipio,public,2-No,358,232,42,,0.0,1,,,720003001266,,,
3903820,Cliff Park High School,821 N Limestone St,Springfield,OH,45503,Clark County,public,1-Yes,357,357,27,,0.0,0,63132,17.4,390010003820,365039,Below Average,
3606316,YOUNG WOMEN'S COLLEGE PREP CS,133 HOOVER DR,ROCHESTER,NY,14615,Monroe County,public,1-Yes,356,249,95,4,0.0,2,76382,15.5,360108006316,,,
5303284,Pierce County Skills Center,16117 Canyon Rd E,Puyallup,WA,98375,Pierce County,public,2-No,355,355,,1,0.0,0,99564,10.9,530048003284,,,
7202007,ERNESTO RAMOS ANTONINI YAUCO,48 AVE BARBOSA,YAUCO,PR,698,Yauco Municipio,public,2-No,355,185,95,4,0.0,1,,,720003002007,,,
5303521,Ugrad ESD123 Re-Engagement Program,3918 West Court Street,Pasco,WA,99301,Franklin County,public,2-No,353,353,,,,,86714,17.1,530001203521,,,
3500807,CENTURY ALT HIGH,32 SUN VALLEY RD,LOS LUNAS,NM,87031,Valencia County,public,2-No,353,353,42,1,0.0,1,58933,20.1,350168000807,320411,Below Average,
3200555,Silver Stage High School,3755 W. Spruce Avenue,Silver Springs,NV,89429,Lyon County,public,2-No,351,348,92,,0.0,1,80812,13.7,320030000555,290251,Very Demanding,
4814097,UPLIFT WISDOM PREP H S,301 W CAMP WISDOM RD,DALLAS,TX,75232,Dallas County,public,1-Yes,351,351,,,1.0,1.83,76547,16,480003014097,,,
1100407,Phelps Architecture Construction and Engineering HS,704 26th St. NE,Washington,DC,20002,District of Columbia,public,2-No,350,350,95,8,0.0,2,109870,24.9,110003000407,,,
1100227,IDEA PCS,1027 45TH STREET NE,Washington,DC,20019,District of Columbia,public,1-Yes,350,350,64.5,1,0.0,4,109870,24.9,110001300227,090099,Below Average,
1802669,KIPP Indy Legacy High,2255 N Ralston Ave,Indianapolis,IN,46218,Marion County,public,1-Yes,349,349,,3,0.0,3,66346,21.8,180020602669,,,
1100475,Capital City PCS - HS,100 PEABODY STREET NW,Washington,DC,20011,District of Columbia,public,1-Yes,348,348,82,7,0.0,1,109870,24.9,110003500475,,,
0501503,DEQUEEN JUNIOR HIGH SCHOOL,1803 WEST COULTER DRIVE,DE QUEEN,AR,71832,Sevier County,public,2-No,348,185,,,,,,,,,,
4813383,TARRANT CO COLLEGE SOUTH/FORT WORTH COLLEGIATE H S,5301 CAMPUS DR,FORT WORTH,TX,76119,Tarrant County,public,2-No,347,347,95,5,0.0,2,84207,14.9,481970013383,,,
A2102343,ADERES BAIS YAAKOV,488 OLD WHITESVILLE RD,LAKEWOOD,NJ,8701,OCEAN,private,,346,346,,,0.0,,89863,11.9,,,,
1100502,Kingsman Academy PCS,1375 E STREET NE,Washington,DC,20002,District of Columbia,public,1-Yes,346,290,24.5,,0.0,1,109870,24.9,110009900502,,,
7200364,FRANCISCO GAZTAMBIDE VEGA,CARR 167 KM 13 HM 8 BUENA VISTA,BAYAMON,PR,959,Bayamón Municipio,public,2-No,346,346,82,1,0.0,0,,,720003000364,,,
3703410,North Wake College and Career Academy,931 Durham Rd,Wake Forest,NC,27587,Wake County,public,2-No,346,313,95,7,0.0,2,105768,9.6,370472003410,,,
3603272,PORT BYRON SENIOR HIGH SCHOOL,30 MAPLE AVE,PORT BYRON,NY,13140,Cayuga County,public,2-No,345,238,92,5,0.0,3,67904,14.7,362343003272,334570,Average,
1601111,iSucceed Academy,6148 NORTH DISCOVERY WAY SUITE 120,BOISE,ID,83713,Ada County,public,1-Yes,345,345,17,,0.0,2,91502,6.8,160014401111,,,
7201935,PABLO DAVID BURGOS MARRERO,PR-159 INT CAMINO ALBINO BO ABRAS,COROZAL,PR,783,Corozal Municipio,public,2-No,345,344,92,3,0.0,1,,,720003001935,,,
0102505,Magic City Acceptance Academy,75 Bagby Dr,Birmingham,AL,35209,Jefferson County,public,1-Yes,345,213,,,0.0,0,66388,18.7,010021102505,,,
5303422,ESD 113 Consortium Reengagement Program,6005 Tyee Dr. SW,Tumwater,WA,98512,Thurston County,public,2-No,344,344,,,,,,,,,,
4813828,PIONEER TECHNOLOGY (PTAA) FATE,5952 I-30,FATE,TX,75132,Rockwall County,public,1-Yes,344,148,,,0.0,1,127981,6.7,480145113828,,,
1204186,POLK STATE COLLEGE COLLEGIATE HIGH SCHOOL,3425 WINTER LAKE RD,LAKELAND,FL,33803,Polk County,public,1-Yes,343,343,,,,,,,,,,
1200920,ZENITH ACCELERATED ACADEMY,2218 E IRLO BRONSON MEMORIAL HWY,KISSIMMEE,FL,34744,Osceola County,public,2-No,343,307,51,,0.0,2.5,72637,18.5,120147000920,,,
0806428,Achieve Online,2115 AFTON WAY,COLORADO SPRINGS,CO,80909,El Paso County,public,2-No,342,276,57,2,0.0,2,90363,8.4,080306006428,,,
7201817,ANTOLIN SANTOS NEGRON,CALLE GEORGETTI NUM.42,COMERIO,PR,782,Comerío Municipio,public,2-No,342,341,92,3,0.0,1,,,720003001817,,,
4813754,KIPP OAK CLIFF ACADEMY,3837 SIMPSON STUART RD,DALLAS,TX,75241,Dallas County,public,1-Yes,340,340,,9,0.0,1,76547,16,480026413754,,,
1902323,Southeast Valley High School,1005 Riddle St,Gowrie,IA,50543,Webster County,public,2-No,340,340,,,,,68975,13.9,199901902323,161435,Average,
4400323,E-Cubed Academy,812 Branch Avenue,Providence,RI,2904,Providence County,public,2-No,338,338,77,5,0.0,1,78787,17.9,440090000323,,,
7200279,GERARDO SELLES SOLA CAGUAS,AVE JOSE MERCADO URB EL VERDE,CAGUAS,PR,725,Caguas Municipio,public,2-No,338,171,95,4,0.0,1,,,720003000279,,,
3606373,STEPHEN T MATHER BUILDING ARTS AND CRAFTMANSHIP HIGH SCHOOL,439 W 49TH ST,NEW YORK,NY,10019,New York County,public,2-No,337,336,87,,,,103931,19.7,360007706373,,,
2401387,Augusta Fells Savage Institute of Visual Arts,1500 Harlem Avenue,Baltimore,MD,21217,Baltimore city,public,2-No,337,337,27,4,0.0,1,62177,22.8,240009001387,,,
0806836,27J Online Academy,89 N. 6TH AVENUE,BRIGHTON,CO,80601,Adams County,public,2-No,336,255,,,0.0,1,94571,10.9,080258006836,,,
A2102815,YESHIVAT DARCHE ERES BOYS HIGH SCHOOL,2533 CONEY ISLAND AVE,BROOKLYN,NY,11223,KINGS,private,,335,335,,,0.0,,80263,26.5,,,,
0403199,Arizona Agribusiness & Equine Center - Estrella,3400 Dysart Rd,Avondale,AZ,85007,Maricopa County,public,1-Yes,335,335,97.5,,0.0,0,89300,12.4,040082803199,,,
4702565,Freedom Prep Middle - Brownlee,817 Brownlee RD,Memphis,TN,38116,Shelby County,public,1-Yes,335,0,,,,0,63767,29.3,470014802565,,,
1300308,Gwinnett InterVention Education (GIVE) Center East,723 Hi Hope Rd,Lawrenceville,GA,30043,Gwinnett County,public,2-No,334,264,2.5,2,0.0,3.5,87890,13.6,130255000308,,,
3703359,PCS Early College High School,Pitt Community College,Winterville,NC,28590,Pitt County,public,2-No,334,280,97.5,,0.0,1,58188,18.7,370001203359,340039,Very Demanding,
0403705,Innovation Tech High School,3300 S Park Ave,Tucson,AZ,85713,Pima County,public,2-No,333,333,69.5,1,0.0,1,70315,16.7,040880003705,,,
2903231,COLLEGIATE SCHOOL OF MED/BIO,4939 Kemper Ave.,ST. LOUIS,MO,63139,St. Louis city,public,2-No,332,332,92,11,0.0,1,56160,32,292928003231,,,
3702749,SILSA,419 McDowell Street,Asheville,NC,28803,Buncombe County,public,2-No,332,332,97.5,11,0.0,1,74436,14.5,370027002749,340123,Average,
3605676,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,99 TERRACE VIEW AVE,BRONX,NY,10463,Bronx County,public,2-No,332,332,67,,,,48676,38,360008705676,,,
2801422,Thomas E. Edwards Sr. High School,360 L F PACKER DRIVE,RULEVILLE,MS,38771,Sunflower County,public,2-No,331,331,82,,0.0,1,39956,41.5,280018701422,,,
7202066,EUGENIO GUERRA CRUZ,CARR 712 KM 3 HM 0 BO QUEBRADA YEGUA,SALINAS,PR,751,Salinas Municipio,public,2-No,331,249,84.5,3,0.0,1,,,720003002066,,,
1100529,Bard HS Early College DC (Bard DC),1351 Alabama Ave SE,Washington,DC,20032,District of Columbia,public,2-No,331,331,75,,0.0,2,109870,24.9,110003000529,,,
3905951,Rhodes School of Environmental Studies,5100 Biddulph Ave,Cleveland,OH,44144,Cuyahoga County,public,2-No,330,330,62,2,0.0,1,64468,21.6,390437805951,,,
7200410,SUPERIOR ILEANA DE GRACIA,CARR 2 KM 31 HM 8 SECT BAJURAS,VEGA ALTA,PR,692,Vega Alta Municipio,public,2-No,330,324,77,,0.0,0,,,720003000410,,,
2202457,New Harmony High Institute,3368 Esplanade,New Orleans,LA,70119,Orleans Parish,public,1-Yes,328,326,,1,0.0,1,56631,30.9,220030402457,,,
7201280,REPUBLICA DEL PERU,CALLE LOIZA FINAL ESQ CALLE SOLDADO SERRANO,SAN JUAN,PR,914,San Juan Municipio,public,2-No,328,183,,,0.0,1,,,720003001280,,,
4104187,Innovation Academy,1321 Center Dr,Medford,OR,97501,Jackson County,public,2-No,327,327,57,,0.0,2,73999,12.7,410804004187,,,
2705179,MMSA Secondary School,169 JENKS AVE,SAINT PAUL,MN,55117,Ramsey County,public,1-Yes,327,171,69.5,8,0.0,1,81568,12.9,270039905179,240035,Demanding,
1208508,ECON RIVER HIGH CHARTER,5850 TG LEE BLVD,ORLANDO,FL,32822,Orange County,public,1-Yes,327,302,22,,0.0,0,79719,16.1,120144008508,101790,Average,
0403243,Arizona Agribusiness & Equine Center Inc. - Prescott Valley,7500 E CIVIC CIR,Prescott Valley,AZ,86314,Yavapai County,public,1-Yes,327,327,97.5,,0.0,0,69613,9.9,040083803243,,,
3606148,URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS (THE),145 W 84TH ST,NEW YORK,NY,10024,New York County,public,2-No,326,324,92,,,,103931,19.7,360007806148,,,
0614481,Aspire Stockton 6-12 Secondary Academy,2428 Belleview Ave.,Stockton,CA,95206,San Joaquin County,public,1-Yes,326,101,,,,0,92179,16,060253214481,,,
0613271,Contreras Learning Center-School of Social Justice,322 South Lucas Ave.,Los Angeles,CA,90017,Los Angeles County,public,2-No,326,326,72,5,0.0,1,90112,16.2,062271013271,,,
3606263,UNITED CHARTER HIGH SCHOOL FOR THE HUMANITIES,99 TERRACE VIEW AVE-RM 360,BRONX,NY,10463,Bronx County,public,1-Yes,325,324,97.5,8,0.0,5,48676,38,360104106263,,,
4101793,Clackamas Academy of Industrial Sciences,1306 12th St,Oregon City,OR,97045,Clackamas County,public,1-Yes,325,164,90,,0.0,2,103517,7.5,410933001793,,,
7200393,JUAN JOSE MAUNEZ,CALLE BUENOS AIRES FINAL,NAGUABO,PR,718,Naguabo Municipio,public,2-No,325,325,82,3,0.0,1,,,720003000393,,,
0901639,Aerospace/Hydrospace Engineering and Physical Sciences Magne,840 Old Town Road,Bridgeport,CT,6606,Greater Bridgeport Planning Region,public,2-No,324,324,92,8,0.0,2,89667,14.3,090045001639,070072,Average,
0403144,ThrivePoint High School at Surprise,16578 W GREENWAY RD STE 204 BL,SURPRISE,AZ,85388,Maricopa County,public,1-Yes,323,323,24.5,,0.0,0,89300,12.4,040031103144,,,
1706480,Noble St Chtr-DRW Trading Col,931 S Homan Ave,Chicago,IL,60624,Cook County,public,1-Yes,323,323,,4,0.0,0,83498,17.3,170993006480,,,
3600203,BERLIN MIDDLE SCHOOL/HIGH SCHOOL,17400 NY 22,CHERRY PLAIN,NY,12040,Rensselaer County,public,2-No,323,188,84.5,2,0.0,2,87915,13.4,360462000203,330410,Below Average,
4809602,TEXANS CAN ACADEMY - HOUSTON HOBBY,9020 GULF FWY,DALLAS,TX,75208,Harris County,public,1-Yes,322,322,5,,0.0,2,74983,22.6,480001609602,443517,Average,
1304341,Lake Oconee Charter High School,1101 Titan Circle,Greensboro,GA,30642,Greene County,public,1-Yes,322,322,95,25,0.0,0.5,86272,20.5,130249004341,110401,Very Demanding,
1705324,Rolling Acres Middle School,5617 N Merrimac Ave,Peoria,IL,61614,Peoria County,public,2-No,321,0,,,0.0,1,65108,19.8,173123005324,,,
1706441,Perspectives Chtr - HS of Tech,8522 S Lafayette Ave,Chicago,IL,60620,Cook County,public,1-Yes,320,320,,3,0.0,1,83498,17.3,170993006441,141022,Below Average,
7201869,ELADIO TIRADO LOPEZ,CARR 417 KM 3 HM 6 BO GUANABANO,AGUADA,PR,602,Aguada Municipio,public,2-No,319,319,77,3,0.0,1,,,720003001869,,,
3500853,DIGITAL ARTS AND TECHNOLOGY ACADEMY,1011 LAMBERTON NE,ALBUQUERQUE,NM,87107,Bernalillo County,public,1-Yes,319,258,85,4,0.0,2,69473,15.6,350006000853,,,
4809028,TEXANS CAN ACADEMY - FORT WORTH LANCASTER AVENUE,1316 LANCASTER AVE,FORT WORTH,TX,76114,Tarrant County,public,1-Yes,319,319,7,,0.0,1,84207,14.9,480001609028,,,
